,Company,Level,Location,Salary,Title
16,        Healthfirst,senior_level,"Manhattan, NY 10018 (Clinton area)",75000,Sr Data Analyst
17,        1stdibs.com,senior_level,"Long Island City, NY",75000,Senior Data Analyst
18,        PR MANAGEMENT,senior_level,"New York, NY",75000,"Sr Data Scientist, Analytics and Advertising"
19,"        Harvard Maintenance, Inc.",senior_level,"New York, NY",75000,Senior Service Excellence Data Analyst
20,        NBCUniversal,senior_level,"New York, NY 10010 (Gramercy area)",75000,"Senior Analyst, Data & Reporting, Insights & Measurement"
21,        NYC Data Science Academy,senior_level,"New York, NY 10011 (Chelsea area)",75000,Senior Marketing Associate/Analyst
22,        Altice USA,senior_level,"Purchase, NY",75000,Sr. Data Analyst
23,        JW Player,senior_level,"New York, NY",75000,Senior Data Analyst
24,        Scholastic,senior_level,"New York, NY 10036",75000,Senior Data Analyst
25,        605,senior_level,"New York, NY 10107 (Midtown area)",75000,Senior Analyst
26,        Criteo,senior_level,"New York, NY",75000,"Senior Data Analyst, CBS"
27,        PepsiCo,senior_level,"New York, NY 10011 (Chelsea area)",75000,Strategy Sr Analyst
28,        NBCUniversal,senior_level,"New York, NY 10001 (Chelsea area)",75000,Senior Analyst- Campaign Effectiveness
29,        Zenith,senior_level,"New York, NY",75000,"Senior, Analyst Analytics"
30,        Primary Search Management,senior_level,"New York, NY 10036",75000,Business Analyst
31,"        Ample Insight, Inc.",senior_level,"New York, NY",75000,Sr. Data Scientist
32,        Criteo,senior_level,"New York, NY",75000,"Senior Data Analyst, CBS, Analytics"
33,        Gro Intelligence,senior_level,"New York, NY",75000,Senior Research Analyst
34,        One Call,senior_level,"New York, NY 10017 (Midtown area)",75000,Data Analyst Senior
35,        Capgemini,senior_level,"New York, NY",75000,Data Architect / Data Analyst
36,        Suzy,senior_level,"Norwalk, CT 06854",75000,Vice President Data and Insights
37,        Spark Foundry,senior_level,"New York, NY 10103 (Midtown area)",75000,"Sr. Analyst, Data Architecture (DMP & Audience)"
38,        Indeed,senior_level,"New York, NY 10017 (Midtown area)",75000,Senior Sales Insights Analyst
39,"        Horizon Media, Inc.",senior_level,"New York, NY 10018 (Clinton area)",75000,Senior Analyst
40,        American Express,senior_level,"New York, NY 10013 (Tribeca area)",75000,Analyst/Sr Analyst Marketing Customer Operations
41,        Priceline.com,senior_level,"Jersey City, NJ",75000,"Senior Analyst, Hotels Data Analytics"
42,        Millennium Management,senior_level,"New York, NY",75000,Senior Data Scientist
43,        Meredith Corporation,senior_level,"New York, NY",75000,Sr Business Analyst
44,        Ross Stores,senior_level,"New York, NY 10007 (Financial District area)",75000,Sr. Financial Analyst
45,        AdTheorent,senior_level,"New York, NY",75000,"VP, Data & Analytics"
46,        Sonata Software,senior_level,"Manhattan, NY",75000,BI Data Analyst
47,        Travel Leaders Group,senior_level,"New York, NY",75000,Senior Analyst - Treasury
48,        Like Minded Software Co,senior_level,"New York, NY",75000,Senior Technical Business Analyst
49,        Conde Nast,senior_level,"Greenwich, CT 06831",75000,"Senior Analyst, Product Analytics"
50,        Elsy,,,,Senior Analyst
51,        New York City ADMIN FOR CHILDREN'S SVCS,,,,Senior Analyst
52,"        Andersen. Consulting,LLC",,,,Financial Intelligence Unit (FIU) Sr Analyst - Downtown New-...
53,        EmblemHealth,,,,Sr.Pharmacy Reporting Analyst
54,        Vertafore,,,,Data Integration Analyst
0,        Indeed,entry_level,"New York, NY 10011 (Chelsea area)",85000,Data Governance Analyst
1,        Hudson Advisors,entry_level,"New York, NY",85000,"Analyst, Commercial Real Estate"
2,        Polar Air Cargo,entry_level,"New York, NY 10018 (Clinton area)",85000,Business Intelligence Analyst
3,        Kepler,entry_level,"New York, NY 10017 (Midtown area)",85000,Data Analyst
4,        Mars,entry_level,"New York, NY 10173 (Midtown area)",85000,Data & Insight Analyst
5,        Octane Lending,entry_level,"New York, NY 10112 (Midtown area)",85000,Financial Data Analyst
6,        DCC,entry_level,"New York, NY",85000,Skilled data analyst experienced in game result prediction
7,        Undertone,entry_level,"New York, NY 10011 (Chelsea area)",85000,Data Analyst
8,        Deloitte,entry_level,"New York, NY 10010 (Gramercy area)",85000,"Analyst, Strategy and Research"
9,        Group One Trading,entry_level,"New York, NY 10001 (Chelsea area)",85000,Data Analyst Intern
10,        Criteo,entry_level,"New York, NY",85000,"Data Analyst, Global Supply, Analytics"
11,        PeerIQ,entry_level,"New York, NY 10011 (Chelsea area)",85000,Data Operations Analyst
12,        Utilisave,entry_level,"New York, NY 10016 (Gramercy area)",85000,Junior Business and Data Analyst
13,        BuyerGenomics,entry_level,"New York, NY",85000,Data Analyst Intern to Full Time Hire
14,        Criteo,entry_level,"New York, NY",85000,"Data Analyst, Global Supply"
15,        adMarketplace,entry_level,"New York, NY",85000,Sr. Data Analyst
16,        Clear Street,entry_level,"New York, NY",85000,FinTech Operations Data Analyst
17,        Percolate,entry_level,"New York, NY",85000,Product Data Analyst
18,        Indeed,entry_level,"New York, NY 10010 (Gramercy area)",85000,Data Governance Analyst
19,        Casper,entry_level,"New York, NY",85000,"Analyst, Data & Analytics"
20,        HotelTonight,entry_level,"New York, NY",85000,Data Analyst
21,        CrowdTwist,entry_level,"New York, NY",85000,Data Analyst
22,        Brooklyn Risk Advisors,entry_level,"New York, NY",85000,Quantitative Research Analyst / Intern
23,        EmblemHealth,entry_level,"New York, NY",85000,Data Analyst
24,        Atlantic Media,entry_level,"New York, NY",85000,Video Insights Analyst
25,        Rent the Runway,entry_level,"New York, NY",85000,Data Scientist
26,        Flexton Inc,entry_level,"New York, NY 10001 (Chelsea area)",85000,BI Analyst / Data Insights
27,        Phyton Talent Advisors,entry_level,"New York, NY",85000,Files Processing Analyst
28,        Relevant Healthcare Technologies,entry_level,"Lake Success, NY",85000,HEALTH CENTER DATA ANALYST
29,        Food52,entry_level,"New York, NY 10018 (Clinton area)",85000,Data Scientist
30,        GK Capital Group,entry_level,"New York, NY 10019 (Midtown area)",85000,Financial/Data Analyst
31,        Apex Life Sciences,entry_level,"New York, NY 10016 (Gramercy area)",85000,Apps Analyst
32,        GroupM,entry_level,"Bridgewater, NJ",85000,Data Analyst - DAS
33,        Sandbox,entry_level,"New York, NY",85000,Associate Strategy Analyst
34,        Simulmedia,entry_level,"New York, NY",85000,Data Scientist
35,"        Harvard Partners, LLP, Trusted Advisors to IT",entry_level,"New York, NY",85000,Data Analyst
36,        [m]Platform,entry_level,"New York, NY 10001 (Chelsea area)",85000,Data Analyst - DAS
37,        Larkin Contractors,entry_level,"New York, NY",85000,Business Analysis & Reporting Analyst
38,        Cognizant,entry_level,"New York, NY",85000,Quantitative Analyst
39,        Kabbage,entry_level,"Piscataway, NJ",85000,Capital Markets Analyst
40,        Deutsche Bank,entry_level,"New York, NY 10282 (Tribeca area)",85000,Business Data Analyst - Vice President
41,        Reorg Research,entry_level,"New York, NY 10017 (Midtown area)",85000,High Yield Analyst
42,"        FIRST TEK, INC",entry_level,"New York, NY 10013 (Tribeca area)",85000,Database Analyst
43,        Goldman Sachs,entry_level,"New York, NY 10018 (Clinton area)",85000,"GIR, Data Strategy"
44,        Simon Property Group,entry_level,"New York, NY 10282 (Tribeca area)",85000,Venture Capital Analyst - Data Scientist
45,        CoverWallet,entry_level,"New York, NY 10018 (Clinton area)",85000,Operations Analyst
46,        Intermix,entry_level,"New York, NY 10036",85000,Inventory Control Planning Analyst
47,        Goldman Sachs,entry_level,"New York, NY",85000,"Securities, Equities Macro Trading, Analyst, New York"
48,        GroupM,entry_level,"New York, NY 10261 (Murray Hill area)",85000,Analyst
49,        Viacom,entry_level,"East Windsor, NJ",85000,Junior Data Scientist
50,"        Foot Locker, Inc.",,,,TALENT MANAGEMENT ANALYST
51,        Citi,,,,"Quantitative Analysis, Summer Analyst (North America - 2019)"
52,        SpectraMedix,,,,"Data Analyst @ SpectraMedix, NJ"
53,        NYC Health + Hospitals,,,,Epic Clinical Business Analyst-Grand Central/Cadence
54,"        FIRST TEK, INC",,,,Database Analyst
55,        HighTower Advisors,,,,Risk Analyst
0,        Nestle Nespresso,mid_level,"New York, NY 10020 (Midtown area)",85000,Sales Forecast Analyst
1,        Jamaica Hospital Medical Center,mid_level,"New York, NY 10011 (Chelsea area)",85000,Storage Analyst
2,        Nexera,mid_level,"New York, NY",85000,Analyst
3,        American Express Global Business Travel,mid_level,"New York, NY",85000,"Data and Reporting Analyst, Jersey City NJ"
4,        Sompo International,mid_level,"New York, NY 10017 (Midtown area)",85000,"Finance Business Analyst, Data Analysis & Reporting-Reinsura..."
5,        Rockefeller Capital Management,mid_level,"New York, NY 10019 (Midtown area)",85000,Data Analyst
6,        Atlantic Media,mid_level,"New York, NY",85000,Data Analyst
7,        Rabobank,mid_level,"New York, NY 10007 (Financial District area)",85000,Startup Innovation Data Intelligence Analyst
8,        Defined Clarity,mid_level,"New York, NY",85000,Data Analyst / Data Scientist
9,        Memorial Sloan Kettering,mid_level,"New York, NY",85000,Data Analyst - Hospital Administration
10,        EXL,mid_level,"New York, NY",85000,Data Analyst Associate
11,        MoneyLion,mid_level,"New York, NY 10010 (Gramercy area)",85000,Data Analyst
12,        Rapid Ratings,mid_level,"New York, NY",85000,Quantitative Data Analyst
13,        Brookfield Asset Management,mid_level,"New York, NY",85000,Private Funds Strategy Analyst
14,        Success Academy Charter Schools,mid_level,"New York, NY",85000,Data Analyst
15,        Mondo,mid_level,"New York, NY",85000,Data Integrations Business Analyst
16,        Compass,mid_level,"New York, NY",85000,Data Analyst
17,        NYC Health + Hospitals,mid_level,"Manhattan, NY",85000,Population Health Data/Business Analyst - OneCity Health
18,        Cityblock Health,mid_level,"New York, NY",85000,Data Analyst
19,        American Eagle Outfitters,mid_level,"New York, NY 10017 (Midtown area)",85000,Analyst
20,        Indeed,mid_level,"New York, NY 10004 (Financial District area)",85000,Product Analytics Analyst
21,        CompStak,mid_level,"New York, NY 10022 (Midtown area)",85000,Data Quality Analyst
22,        VillageCare,mid_level,"New York, NY 10022 (Midtown area)",85000,Data Scientist
23,        Ralph Lauren,mid_level,"New York, NY",85000,"Customer Insights Analyst, Data Science, CIEM"
24,        Facebook,mid_level,"New York, NY 10036",85000,Headcount Analyst - Biz Mission Control
25,        Last Mile Health,mid_level,"New York, NY 10017 (Midtown area)",85000,Data Analyst
26,        the NBA,mid_level,"New York, NY 10011 (Chelsea area)",85000,"Data Analyst, Integrity and Investigations"
27,        K2 Intelligence LLC,mid_level,"New York, NY",85000,Data Analyst
28,        State Street,mid_level,"New York, NY",85000,Junior Cloud Data Analyst
29,        Capgemini,mid_level,"New York, NY 10018 (Clinton area)",85000,Data Analyst / Data Science
30,        FirstService Residential,mid_level,"New York, NY 10011 (Chelsea area)",85000,Data Analyst Supervisor
31,        Google,mid_level,"New York, NY 10010 (Gramercy area)",85000,"Go-to-Market Analyst, Large Customer Sales"
32,"        Percolate Industries, Inc",mid_level,"New York, NY 10013 (Tribeca area)",85000,Product Data Analyst
33,"        Two Sigma Investments, LLC.",mid_level,"New York, NY 10017 (Midtown area)",85000,Data Research and Acceleration Analyst
34,"        Biz2Credit, Inc.",mid_level,"New York, NY",85000,Data Scientist
35,        Google,mid_level,"New York, NY 10011 (Chelsea area)",85000,"Financial Analyst, Programs, Google Cloud"
36,        Taboola,mid_level,"New York, NY 10011 (Chelsea area)",85000,"Data Analyst, Programmatic Partnerships"
37,        WeWork,mid_level,"New York, NY 10010 (Gramercy area)",85000,Regional Operations Data Analyst
38,        Guidepoint Global,mid_level,"New York, NY",85000,"Healthcare Analyst, Data Insights"
39,        Scholastic,mid_level,"New York, NY 10011 (Chelsea area)",85000,Data Science Analyst
40,        Centric Digital,mid_level,"New York, NY 10010 (Gramercy area)",85000,Data Analyst / Scientist
41,        Criteo,mid_level,"Manhattan, NY",85000,"Data Analyst, CBS"
42,        dv01,mid_level,"New York, NY 10001 (Chelsea area)",85000,Data Analyst - Solutions (Mortgages)
43,        PVH Corp.,mid_level,"New York, NY 10001 (Chelsea area)",85000,Manager of Business Analysis (Heritage Sportswear)
44,        Criteo,mid_level,"New York, NY 10022 (Midtown area)",85000,"Data Analyst, CBS, Analytics"
45,        dv01,mid_level,"New York, NY",85000,Product Analyst
46,        New York City FINANCIAL INFO SVCS AGENCY,mid_level,"New York, NY",85000,OMB BUSINESS ANALYST
47,        Octagon,mid_level,"New York, NY 10022 (Midtown area)",85000,"Analyst, Media Rights Consulting"
48,        Utilisave,mid_level,"New York, NY",85000,Sr. Business and Data Analyst
49,        Fluent,mid_level,"New York, NY 10017 (Midtown area)",85000,Data Analyst
50,        Spertaj LLC,,,,Data Analyst with Quality Control - Remote Position
51,        BNY Mellon,,,,"Analyst,Data Management Quant Analysis"
52,"        Discovery Communications, LLC",,,,Data Science Analyst
53,        ErisX,,,,Product Data Analyst
54,        Facebook,,,,HR Investigations Analyst
0,        Comcast,senior_level,"New York, NY",85000,Sr. Data Operations Analyst
1,        PR MANAGEMENT,senior_level,"New York, NY 10005 (Financial District area)",85000,"Sr Data Scientist, Analytics and Advertising"
2,        Entertainment Benefits Group,senior_level,"New York, NY 10036",85000,"Senior Analyst, Sales and Revenue Optimization"
3,        DLS Professional Services/ Cisco,senior_level,"New York, NY 10010 (Gramercy area)",85000,Senior Data Analyst
4,        Jordan & Jordan,senior_level,"New York, NY 10019 (Midtown area)",85000,Sr. Data Analyst
5,        Comcast,senior_level,"Long Island City, NY",85000,Sr. Data Operations Analyst
6,        EPAM Systems,senior_level,"New York, NY",85000,Senior Data Analyst
7,        Universal Music Group,senior_level,"New York, NY",85000,"Senior Data Analyst, Artist Insights"
8,        JetBlue Airways Corporation,senior_level,"New York, NY 10004 (Financial District area)",85000,Senior Analyst Data Cust Relation Mgmt
9,        New York Life Insurance Co,senior_level,"New York, NY",85000,Senior Data Intelligence Analyst
10,        EmblemHealth,senior_level,"New York, NY",85000,Senior Data Analyst ( PHARMACY)
11,        Healthfirst,senior_level,"New York, NY",85000,Sr Data Analyst
12,        Wavemaker,senior_level,"New York, NY",85000,"Sr. Analyst, Data Sciences - Danone"
13,        Prepense Technologies ltd,senior_level,"Long Island City, NY",85000,Big Data Analyst
14,        1stdibs.com,senior_level,"Manhattan, NY 10018 (Clinton area)",85000,Senior Data Analyst
15,        NBCUniversal,senior_level,"New York, NY",85000,"Senior Analyst, Data & Reporting, Insights & Measurement"
16,        Altice USA,senior_level,"Greenwich, CT",85000,Sr. Data Analyst
17,        NYC Data Science Academy,senior_level,"New York, NY",85000,Senior Marketing Associate/Analyst
18,        JW Player,senior_level,"Purchase, NY",85000,Senior Data Analyst
19,        PR MANAGEMENT,senior_level,"New York, NY 10011 (Chelsea area)",85000,"Sr Data Scientist, Analytics and Advertising"
20,        Scholastic,senior_level,"New York, NY",85000,Senior Data Analyst
21,        PepsiCo,senior_level,"New York, NY 10010 (Gramercy area)",85000,Strategy Sr Analyst
22,        Criteo,senior_level,"New York, NY 10011 (Chelsea area)",85000,"Senior Data Analyst, CBS"
23,        NBCUniversal,senior_level,"New York, NY",85000,Senior Analyst- Campaign Effectiveness
24,        605,senior_level,"New York, NY 10107 (Midtown area)",85000,Senior Analyst
25,        Criteo,senior_level,"New York, NY 10001 (Chelsea area)",85000,"Senior Data Analyst, CBS, Analytics"
26,        One Call,senior_level,"New York, NY 10018 (Clinton area)",85000,Data Analyst Senior
27,        Primary Search Management,senior_level,"New York, NY",85000,Business Analyst
28,        Gro Intelligence,senior_level,"New York, NY 10036",85000,Senior Research Analyst
29,        Ross Stores,senior_level,"New York, NY 10001 (Chelsea area)",85000,Sr. Financial Analyst
30,        Indeed,senior_level,"New York, NY",85000,Senior Sales Insights Analyst
31,        Capgemini,senior_level,"New York, NY",85000,Data Architect / Data Analyst
32,        Schoology,senior_level,"New York, NY",85000,Senior Financial Analyst
33,"        Ample Insight, Inc.",senior_level,"Norwalk, CT 06854",85000,Sr. Data Scientist
34,        Suzy,senior_level,"New York, NY 10017 (Midtown area)",85000,Vice President Data and Insights
35,        Spark Foundry,senior_level,"Jersey City, NJ",85000,"Sr. Analyst, Data Architecture (DMP & Audience)"
36,        Priceline.com,senior_level,"New York, NY 10011 (Chelsea area)",85000,"Senior Analyst, Hotels Data Analytics"
37,        Meredith Corporation,senior_level,"New York, NY",85000,Sr Business Analyst
38,        Sonata Software,senior_level,"New York, NY 10007 (Financial District area)",85000,BI Data Analyst
39,        Google,senior_level,"New York, NY",85000,"Senior Financial Analyst, Ads Finance, Consumer Groups and E..."
40,        Elsy,senior_level,"New York, NY",85000,Senior Analyst
41,        Conde Nast,senior_level,"Ronkonkoma, NY",85000,"Senior Analyst, Product Analytics"
42,        EmblemHealth,senior_level,"New York, NY",85000,Sr.Pharmacy Reporting Analyst
43,"        Andersen. Consulting,LLC",senior_level,"New York, NY 10013 (Tribeca area)",85000,Financial Intelligence Unit (FIU) Sr Analyst - Downtown New-...
44,        Camp Systems International,senior_level,"New York, NY",85000,Senior Analyst- Opertational Processes
45,        Like Minded Software Co,senior_level,"New York, NY 10018 (Clinton area)",85000,Senior Technical Business Analyst
46,        AdTheorent,senior_level,"New York, NY 10036",85000,"VP, Data & Analytics"
47,        American Express,senior_level,"Greenwich, CT 06831",85000,Sr Analyst- New Member Acquisition Strategy
48,        Ross Stores,senior_level,"New York, NY",85000,"Sr. Analyst, Merchant Operations"
49,        Zenith,senior_level,"New York, NY 10119 (Chelsea area)",85000,"Sr. Analyst, Analytics"
50,        Vertafore,,,,Data Integration Analyst
51,        MBO Partners,,,,Senior Business Analyst
52,        Digitalware,,,,Senior Cyber Security Vulnerability Analyst (all shifts)
53,        RailWorks Corporation,,,,Senior SharePoint Business Analyst
54,        NYC Data Science Academy,,,,Senior Marketing Associate/Analyst
55,        Indeed,,,,Senior Sales Insights Analyst
0,        Hudson Advisors,entry_level,"New York, NY 10282 (Tribeca area)",100000,"Analyst, Commercial Real Estate"
1,"        FIRST TEK, INC",entry_level,"New York, NY",100000,Database Analyst
2,        Indeed,entry_level,"New York, NY 10036",100000,Data Governance Analyst
3,        NYC Health + Hospitals,entry_level,"New York, NY",100000,Epic Clinical Business Analyst-Grand Central/Cadence
4,        NYC Health + Hospitals,entry_level,"New York, NY",100000,EPIC Clinical Business Analyst Level 2
5,        Goldman Sachs,entry_level,"New York, NY 10010 (Gramercy area)",100000,"GIR, Data Strategy"
6,        Mars,entry_level,"New York, NY 10036",100000,Data & Insight Analyst
7,        Viacom,entry_level,"New York, NY 10176 (Murray Hill area)",100000,Junior Data Scientist
8,        Rent the Runway,entry_level,"New York, NY",100000,Data Scientist
9,        Group One Trading,entry_level,"New York, NY",100000,Data Analyst Intern
10,        PeerIQ,entry_level,"New York, NY 10179 (Midtown area)",100000,Data Operations Analyst
11,        DISNEY,entry_level,"New York, NY 10017 (Midtown area)",100000,"Data Scientist, Retention"
12,        Dow Jones,entry_level,"New York, NY 10017 (Midtown area)",100000,Data Scientist
13,        Brooklyn Risk Advisors,entry_level,"New York, NY 10016 (Gramercy area)",100000,Quantitative Research Analyst / Intern
14,        EmblemHealth,entry_level,"New York, NY 10001 (Chelsea area)",100000,Data Analyst
15,        JP Morgan Chase,entry_level,"New York, NY 10179 (Midtown area)",100000,Data Scientist - Global Investment Banking - Associate
16,        Guidepoint Global,entry_level,"New York, NY 10022 (Midtown area)",100000,Associate Data Scientist
17,        Facebook,entry_level,"New York, NY 10017 (Midtown area)",100000,"Data Engineer, Analytics, University Grad"
18,        Simulmedia,entry_level,"New York, NY",100000,Data Scientist
19,        Food52,entry_level,"New York, NY 10011 (Chelsea area)",100000,Data Scientist
20,        JP Morgan Chase,entry_level,"New York, NY",100000,Business Analyst
21,        McKinsey & Company,entry_level,"New York, NY",100000,Data Scientist - Journey Analytics
22,        Simon Property Group,entry_level,"New York, NY",100000,Venture Capital Analyst - Data Scientist
23,        Flexton Inc,entry_level,"New York, NY 10022 (Midtown area)",100000,BI Analyst / Data Insights
24,        Spotify,entry_level,"New York, NY 10016 (Gramercy area)",100000,"Data Scientist, Infrastructure Engineering Insights"
25,        Deutsche Bank,entry_level,"New York, NY",100000,Business Data Analyst - Vice President
26,"        Foot Locker, Inc.",entry_level,"New York, NY 10261 (Murray Hill area)",100000,DATA SCIENCE -INTERN
27,        UBS,entry_level,"New York, NY 10179 (Midtown area)",100000,Business Analyst – Data Management
28,        The Boston Consulting Group,entry_level,"New York, NY",100000,Data Scientist
29,        FactSet Research Systems,entry_level,"Stamford, CT 06902 (Downtown area)",100000,Data Scientist Internship
30,        Getty Images,entry_level,"New York, NY",100000,"Manager, Enterprise Reporting & Analytics"
31,        Citi,entry_level,"New York, NY",100000,"Quantitative Analysis, Summer Analyst (North America - 2019)"
32,        JP Morgan Chase,entry_level,"Lake Success, NY",100000,CIB QR – Quantitative Research – Credit Trading Data Science...
33,        Larkin Contractors,entry_level,"Kenilworth, NJ",100000,Business Analysis & Reporting Analyst
34,        Indeed,entry_level,"New York, NY",100000,Data Governance Analyst
35,        Clear Street,entry_level,"New York, NY 10005 (Financial District area)",100000,FinTech Operations Data Analyst
36,        Cognizant,entry_level,"Piscataway, NJ",100000,Data Scientist
37,        Apex Life Sciences,entry_level,"New York, NY",100000,Apps Analyst
38,        Merck USA,entry_level,"New York, NY 10019 (Midtown area)",100000,2019 Data Scientist Intern - Global Analytics
39,"        Two Sigma Investments, LLC.",entry_level,"New York, NY",100000,Quantitative Analyst
40,        Integra Partners,entry_level,"New York, NY",100000,Business Analyst
41,"        FIRST TEK, INC",entry_level,"New York, NY 10011 (Chelsea area)",100000,Database Analyst
42,        AFLAC,entry_level,"New York, NY 10017 (Midtown area)",100000,Quantitative Analyst
43,        Warner Music Group,entry_level,"New York, NY 10018 (Clinton area)",100000,"Financial Analyst, Job Rotation Program"
44,        Morgan Stanley,entry_level,"New York, NY",100000,Strategist/Quantitative Analyst - Exotic Derivative Strats
45,        WARWICK ENERGY GROUP,entry_level,"New York, NY",100000,Data Scientist
46,        Accenture,entry_level,"New York, NY",100000,Informatics Analyst
47,        JP Morgan Chase,entry_level,"New York, NY 10011 (Chelsea area)",100000,Asset & Wealth Management – Intelligent Digital Solutions –...
48,        GroupM,entry_level,"New York, NY",100000,Data Analyst - DAS
49,        Morgan Stanley,entry_level,"Weehawken, NJ",100000,Equity Derivatives Strat – Market Intelligence/Data Scientis...
50,        Percolate,,,,Product Data Analyst
51,        Cognizant,,,,Quantitative Analyst
52,        Google,,,,"Data Scientist Intern, PhD, 2019"
53,        Custoria,,,,Data Scientist
54,        UBS,,,,Data Scientist - Client Strategy Office
0,        Nestle Nespresso,mid_level,"New York, NY 10011 (Chelsea area)",100000,Sales Forecast Analyst
1,        Indeed,mid_level,"New York, NY",100000,Product Analytics Analyst
2,        05 Ascensia Diabetes Care US Inc.,mid_level,"New York, NY",100000,Data Scientist
3,        Share Local Media,mid_level,"New York, NY",100000,Data Engineer Lead
4,        Bloomberg,mid_level,"New York, NY 10007 (Financial District area)",100000,Data Scientist
5,        High Water Staffing,mid_level,"New York, NY",100000,Quantitative Analyst - Top Hedge Fund - Math
6,        Local Initiatives Support Corporation,mid_level,"New York, NY",100000,Business Intelligence (BI) Program Analyst
7,        Atlantic Media,mid_level,"New York, NY 10010 (Gramercy area)",100000,Data Analyst
8,        Rabobank,mid_level,"New York, NY",100000,Startup Innovation Data Intelligence Analyst
9,        Defined Clarity,mid_level,"New York, NY",100000,Data Analyst / Data Scientist
10,        Mondo,mid_level,"Manhattan, NY",100000,Data Integrations Business Analyst
11,        Rapid Ratings,mid_level,"New York, NY 10036",100000,Quantitative Data Analyst
12,        Brookfield Asset Management,mid_level,"New York, NY",100000,Private Funds Strategy Analyst
13,        NYC Health + Hospitals,mid_level,"New York, NY 10022 (Midtown area)",100000,Population Health Data/Business Analyst - OneCity Health
14,        Compass,mid_level,"New York, NY",100000,Data Analyst
15,        Cityblock Health,mid_level,"New York, NY",100000,Data Analyst
16,        Indeed,mid_level,"New York, NY 10011 (Chelsea area)",100000,Product Analytics Analyst
17,        VillageCare,mid_level,"New York, NY 10013 (Tribeca area)",100000,Data Scientist
18,        Capgemini,mid_level,"New York, NY 10001 (Chelsea area)",100000,Data Analyst / Data Science
19,        State Street,mid_level,"New York, NY",100000,Junior Cloud Data Analyst
20,        the NBA,mid_level,"New York, NY",100000,"Data Analyst, Integrity and Investigations"
21,"        Two Sigma Investments, LLC.",mid_level,"New York, NY",100000,Data Research and Acceleration Analyst
22,        Scholastic,mid_level,"New York, NY 10011 (Chelsea area)",100000,Data Science Analyst
23,        Google,mid_level,"New York, NY 10001 (Chelsea area)",100000,"Go-to-Market Analyst, Large Customer Sales"
24,        WeWork,mid_level,"New York, NY 10011 (Chelsea area)",100000,Regional Operations Data Analyst
25,        Biz2Credit Inc.,mid_level,"New York, NY",100000,Data Scientist
26,"        Percolate Industries, Inc",mid_level,"New York, NY 10010 (Gramercy area)",100000,Product Data Analyst
27,        PVH Corp.,mid_level,"New York, NY 10020 (Midtown area)",100000,Manager of Business Analysis (Heritage Sportswear)
28,        Spertaj LLC,mid_level,"New York, NY 10017 (Midtown area)",100000,Data Analyst with Quality Control - Remote Position
29,        Centric Digital,mid_level,"New York, NY",100000,Data Analyst / Scientist
30,        Utilisave,mid_level,"New York, NY",100000,Sr. Business and Data Analyst
31,        Google,mid_level,"New York, NY",100000,"Financial Analyst, Programs, Google Cloud"
32,        Culture Amp,mid_level,"New York, NY 10007 (Financial District area)",100000,People Science Analyst
33,        dv01,mid_level,"New York, NY 10022 (Midtown area)",100000,Product Analyst
34,        Iovino Enterprises,mid_level,"New York, NY",100000,FP&A Analyst/Associate
35,"        Horizon Media, Inc.",mid_level,"New York, NY 10017 (Midtown area)",100000,"Analyst, Data Engineering"
36,        ErisX,mid_level,"New York, NY",100000,Product Data Analyst
37,        BNY Mellon,mid_level,"New York, NY",100000,"Analyst,Data Management Quant Analysis"
38,        Rent the Runway,mid_level,"New York, NY",100000,Sr Data Analyst
39,        Flatiron Health,mid_level,"New York, NY",100000,Clinical Data Team (multiple levels)
40,"        Discovery Communications, LLC",mid_level,"New York, NY 10011 (Chelsea area)",100000,Data Science Analyst
41,        Peloton,mid_level,"New York, NY",100000,Data Analyst (Business Intelligence)
42,"        Neustar, Inc.",mid_level,"New York, NY",100000,Data Strategy Analyst
43,        Hudson Placement Group Inc.,mid_level,"New York, NY 10168 (Murray Hill area)",100000,Quantitative Analyst
44,        Rakuten,mid_level,"New York, NY 10004 (Financial District area)",100000,Data Insights - Equity Research - Financial Services
45,        Candid™,mid_level,"New York, NY 10022 (Midtown area)",100000,Business Insights Analyst
46,        WSFA Group,mid_level,"New York, NY 10022 (Midtown area)",100000,Quantitative Research Analyst
47,        WebMD,mid_level,"New York, NY 10013 (Tribeca area)",100000,Associate Data Reporting Analyst
48,        New York University,mid_level,"New York, NY 10013 (Tribeca area)",100000,"Senior Housing Analyst, Global Data Administration"
49,        White Bay Group,mid_level,"New York, NY",100000,"Analyst - Trading, Research"
50,        Women's World Banking,,,,Data Analyst
51,        Neuberger Berman,,,,CRM Admin/Data Analyst
52,        KBRA,,,,Data Quality Analyst/ Lead
53,        Fluent,,,,Data Analyst - Performance Analytics
54,        Betterment LLC,,,,"Data Analyst, Product"
55,        New York Media LLC,,,,"Analyst, E-Commerce Strategy"
56,        Publicis Media,,,,Senior Data Analyst
0,        PR MANAGEMENT,senior_level,"New York, NY 10005 (Financial District area)",100000,"Sr Data Scientist, Analytics and Advertising"
1,        Synchrony,senior_level,"New York, NY",100000,"VP, Cyber Intelligence, Senior Technical Intelligence Analys..."
2,        Cadilus Inc.,senior_level,"New York, NY 10019 (Midtown area)",100000,Senior Analyst / Manager (Financial Planning & Analysis)
3,        Jordan & Jordan,senior_level,"New York, NY 10010 (Gramercy area)",100000,Sr. Data Analyst
